Filename,Predictions
Peach___healthy/image (470).JPG,Peach___healthy
Peach___healthy/image (474).JPG,Peach___healthy
Peach___healthy/image (490).JPG,Peach___healthy
Peach___healthy/image (497).JPG,Peach___healthy
Peach___healthy/image (515).JPG,Peach___healthy
Peach___healthy/image (52).JPG,Peach___healthy
Peach___healthy/image (522).JPG,Peach___healthy
Peach___healthy/image (564).JPG,Peach___healthy
Peach___healthy/image (583).JPG,Peach___healthy
Peach___healthy/image (590).JPG,Peach___healthy
Peach___healthy/image (602).JPG,Peach___healthy
Peach___healthy/image (622).JPG,Peach___healthy
Peach___healthy/image (624).JPG,Peach___healthy
Peach___healthy/image (625).JPG,Peach___healthy
Peach___healthy/image (630).JPG,Peach___healthy
Peach___healthy/image (638).JPG,Peach___healthy
Peach___healthy/image (646).JPG,Peach___healthy
Peach___healthy/image (654).JPG,Peach___healthy
Peach___healthy/image (656).JPG,Peach___healthy
Peach___healthy/image (661).JPG,Peach___healthy
Peach___healthy/image (668).JPG,Peach___healthy
Peach___healthy/image (669).JPG,Peach___healthy
Peach___healthy/image (67).JPG,Peach___healthy
Peach___healthy/image (684).JPG,Peach___healthy
Peach___healthy/image (687).JPG,Peach___healthy
Peach___healthy/image (70).JPG,Peach___healthy
Peach___healthy/image (703).JPG,Peach___healthy
Peach___healthy/image (71).JPG,Peach___healthy
Peach___healthy/image (714).JPG,Peach___healthy
Peach___healthy/image (720).JPG,Peach___healthy
Peach___healthy/image (724).JPG,Peach___healthy
Peach___healthy/image (735).JPG,Peach___healthy
Peach___healthy/image (740).JPG,Peach___healthy
Peach___healthy/image (742).JPG,Peach___healthy
Peach___healthy/image (752).JPG,Peach___healthy
Peach___healthy/image (773).JPG,Peach___healthy
Peach___healthy/image (779).JPG,Peach___healthy
Peach___healthy/image (79).JPG,Peach___healthy
Peach___healthy/image (80).JPG,Peach___healthy
Peach___healthy/image (811).JPG,Peach___healthy
Peach___healthy/image (812).JPG,Peach___healthy
Peach___healthy/image (826).JPG,Peach___healthy
Peach___healthy/image (827).JPG,Peach___healthy
Peach___healthy/image (831).JPG,Peach___healthy
Peach___healthy/image (834).JPG,Peach___healthy
Peach___healthy/image (836).JPG,Peach___healthy
Peach___healthy/image (837).JPG,Peach___healthy
Peach___healthy/image (84).JPG,Peach___healthy
Peach___healthy/image (855).JPG,Peach___healthy
Peach___healthy/image (859).JPG,Peach___healthy
Peach___healthy/image (866).JPG,Peach___healthy
Peach___healthy/image (884).JPG,Peach___healthy
Peach___healthy/image (895).JPG,Peach___healthy
Peach___healthy/image (917).JPG,Peach___healthy
Peach___healthy/image (923).JPG,Peach___healthy
Peach___healthy/image (924).JPG,Peach___healthy
Peach___healthy/image (928).JPG,Peach___healthy
Peach___healthy/image (93).JPG,Peach___healthy
Peach___healthy/image (94).JPG,Peach___healthy
Peach___healthy/image (942).JPG,Peach___healthy
Peach___healthy/image (948).JPG,Peach___healthy
Peach___healthy/image (949).JPG,Peach___healthy
Peach___healthy/image (950).JPG,Peach___healthy
Peach___healthy/image (951).JPG,Peach___healthy
Peach___healthy/image (964).JPG,Peach___healthy
Peach___healthy/image (972).JPG,Peach___healthy
Peach___healthy/image (987).JPG,Peach___healthy
"Pepper,_bell___Bacterial_spot/image (109).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (113).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (114).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (138).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (148).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (158).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (16).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (164).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (195).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (199).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (207).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (250).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (256).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (28).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (283).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (287).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (309).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (325).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (342).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (360).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (382).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (385).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (388).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (404).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (405).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (419).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (423).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (43).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (434).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (435).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (451).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (459).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (466).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (470).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (474).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (490).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (497).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (515).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (52).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (522).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (564).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (583).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (590).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (602).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (622).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (624).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (625).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (630).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (638).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (646).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (654).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (656).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (661).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (668).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (669).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (67).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (684).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (687).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (70).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (703).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (71).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (714).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (720).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (724).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (735).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (740).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (742).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (752).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (773).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (779).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (79).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (80).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (811).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (812).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (826).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (827).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (831).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (834).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (836).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (837).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (84).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (855).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (859).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (866).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (884).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (895).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (917).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (923).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (924).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (928).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (93).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (94).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (942).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (948).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (949).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (950).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (951).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (964).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (972).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___Bacterial_spot/image (987).JPG","Pepper,_bell___Bacterial_spot"
"Pepper,_bell___healthy/image (102).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1029).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (103).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1042).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1076).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1078).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1081).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1090).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1096).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1097).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (110).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1105).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1117).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (112).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1120).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1123).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (113).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1141).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1190).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1199).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1215).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1238).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1248).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1274).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1284).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1292).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1302).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1310).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1312).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1330).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1338).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1350).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1356).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (136).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1360).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1368).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1375).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1381).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1391).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1405).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1419).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1451).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1463).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1464).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (1471).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (150).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (153).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (156).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (193).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (198).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (234).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (235).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (240).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (246).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (247).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (250).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (281).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (283).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (308).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (309).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (311).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (317).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (318).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (319).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (330).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (340).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (342).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (37).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (375).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (39).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (390).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (392).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (402).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (411).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (419).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (452).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (455).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (46).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (460).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (465).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (479).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (501).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (507).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (510).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (517).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (518).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (560).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (567).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (580).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (60).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (630).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (637).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (639).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (642).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (643).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (651).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (664).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (668).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (678).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (681).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (688).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (690).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (692).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (698).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (716).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (717).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (720).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (722).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (732).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (744).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (748).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (764).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (776).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (780).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (783).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (786).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (794).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (796).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (799).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (807).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (809).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (810).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (819).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (837).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (839).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (845).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (855).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (857).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (859).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (872).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (874).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (879).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (88).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (890).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (892).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (90).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (900).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (913).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (920).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (927).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (935).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (941).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (944).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (953).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (957).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (975).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (977).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (981).JPG","Pepper,_bell___healthy"
"Pepper,_bell___healthy/image (990).JPG","Pepper,_bell___healthy"
Potato___Early_blight/image (109).JPG,Potato___Early_blight
Potato___Early_blight/image (113).JPG,Potato___Early_blight
Potato___Early_blight/image (114).JPG,Potato___Early_blight
Potato___Early_blight/image (138).JPG,Potato___Early_blight
Potato___Early_blight/image (148).JPG,Potato___Early_blight
Potato___Early_blight/image (158).JPG,Potato___Early_blight
Potato___Early_blight/image (16).JPG,Potato___Early_blight
Potato___Early_blight/image (164).JPG,Potato___Early_blight
Potato___Early_blight/image (195).JPG,Potato___Early_blight
Potato___Early_blight/image (199).JPG,Potato___Early_blight
Potato___Early_blight/image (207).JPG,Potato___Early_blight
Potato___Early_blight/image (250).JPG,Potato___Early_blight
Potato___Early_blight/image (256).JPG,Potato___Early_blight
Potato___Early_blight/image (28).JPG,Potato___Early_blight
Potato___Early_blight/image (283).JPG,Potato___Early_blight
Potato___Early_blight/image (287).JPG,Potato___Early_blight
Potato___Early_blight/image (309).JPG,Potato___Early_blight
Potato___Early_blight/image (325).JPG,Potato___Early_blight
Potato___Early_blight/image (342).JPG,Potato___Early_blight
Potato___Early_blight/image (360).JPG,Potato___Early_blight
Potato___Early_blight/image (382).JPG,Potato___Early_blight
Potato___Early_blight/image (385).JPG,Potato___Early_blight
Potato___Early_blight/image (388).JPG,Potato___Early_blight
Potato___Early_blight/image (404).JPG,Potato___Early_blight
Potato___Early_blight/image (405).JPG,Potato___Early_blight
Potato___Early_blight/image (419).JPG,Potato___Early_blight
Potato___Early_blight/image (423).JPG,Potato___Early_blight
Potato___Early_blight/image (43).JPG,Potato___Early_blight
Potato___Early_blight/image (434).JPG,Potato___Early_blight
Potato___Early_blight/image (435).JPG,Potato___Early_blight
Potato___Early_blight/image (451).JPG,Potato___Early_blight
Potato___Early_blight/image (459).JPG,Potato___Early_blight
Potato___Early_blight/image (466).JPG,Potato___Early_blight
Potato___Early_blight/image (470).JPG,Potato___Early_blight
Potato___Early_blight/image (474).JPG,Potato___Early_blight
Potato___Early_blight/image (490).JPG,Potato___Early_blight
Potato___Early_blight/image (497).JPG,Potato___Early_blight
Potato___Early_blight/image (515).JPG,Potato___Early_blight
Potato___Early_blight/image (52).JPG,Potato___Early_blight
Potato___Early_blight/image (522).JPG,Potato___Early_blight
Potato___Early_blight/image (564).JPG,Potato___Early_blight
Potato___Early_blight/image (583).JPG,Potato___Early_blight
Potato___Early_blight/image (590).JPG,Potato___Early_blight
Potato___Early_blight/image (602).JPG,Potato___Early_blight
Potato___Early_blight/image (622).JPG,Potato___Early_blight
Potato___Early_blight/image (624).JPG,Potato___Early_blight
Potato___Early_blight/image (625).JPG,Potato___Early_blight
Potato___Early_blight/image (630).JPG,Potato___Early_blight
Potato___Early_blight/image (638).JPG,Potato___Early_blight
Potato___Early_blight/image (646).JPG,Potato___Early_blight
Potato___Early_blight/image (654).JPG,Potato___Early_blight
Potato___Early_blight/image (656).JPG,Potato___Early_blight
Potato___Early_blight/image (661).JPG,Potato___Early_blight
Potato___Early_blight/image (668).JPG,Potato___Early_blight
Potato___Early_blight/image (669).JPG,Potato___Early_blight
Potato___Early_blight/image (67).JPG,Potato___Early_blight
Potato___Early_blight/image (684).JPG,Potato___Early_blight
Potato___Early_blight/image (687).JPG,Potato___Early_blight
Potato___Early_blight/image (70).JPG,Potato___Early_blight
Potato___Early_blight/image (703).JPG,Potato___Early_blight
Potato___Early_blight/image (71).JPG,Potato___Early_blight
Potato___Early_blight/image (714).JPG,Potato___Early_blight
Potato___Early_blight/image (720).JPG,Potato___Early_blight
Potato___Early_blight/image (724).JPG,Potato___Early_blight
Potato___Early_blight/image (735).JPG,Potato___Early_blight
Potato___Early_blight/image (740).JPG,Potato___Early_blight
Potato___Early_blight/image (742).JPG,Potato___Early_blight
Potato___Early_blight/image (752).JPG,Potato___Early_blight
Potato___Early_blight/image (773).JPG,Potato___Early_blight
Potato___Early_blight/image (779).JPG,Potato___Early_blight
Potato___Early_blight/image (79).JPG,Potato___Early_blight
Potato___Early_blight/image (80).JPG,Potato___Early_blight
Potato___Early_blight/image (811).JPG,Potato___Early_blight
Potato___Early_blight/image (812).JPG,Potato___Early_blight
Potato___Early_blight/image (826).JPG,Potato___Early_blight
Potato___Early_blight/image (827).JPG,Potato___Early_blight
Potato___Early_blight/image (831).JPG,Potato___Early_blight
Potato___Early_blight/image (834).JPG,Potato___Early_blight
Potato___Early_blight/image (836).JPG,Potato___Early_blight
Potato___Early_blight/image (837).JPG,Potato___Early_blight
Potato___Early_blight/image (84).JPG,Potato___Early_blight
Potato___Early_blight/image (855).JPG,Potato___Early_blight
Potato___Early_blight/image (859).JPG,Potato___Early_blight
Potato___Early_blight/image (866).JPG,Potato___Early_blight
Potato___Early_blight/image (884).JPG,Potato___Early_blight
